1 0:-0.17037 1:-0.159664 2:-0.840708 3:-0.769081 4:-0.775387 5:-0.839368 6:-0.839562 7:-1 8:1 9:-1 
1 0:0.288889 1:0.310924 2:-0.716814 3:-0.407119 4:-0.462677 5:-0.479921 6:-0.526657 7:-1 8:-1 9:1 
0 0:0.288889 1:0.294118 2:-0.716814 3:-0.320347 4:-0.351715 5:-0.564187 6:-0.454908 7:-1 8:-1 9:1 
1 0:0.303704 1:0.277311 2:-0.734513 3:-0.410661 4:-0.425689 5:-0.60237 6:-0.544594 7:1 8:-1 9:-1 
0 0:0.303704 1:0.361345 2:-0.725664 3:-0.269347 4:-0.370545 5:-0.415405 6:-0.415047 7:-1 8:-1 9:1 
0 0:0.303704 1:0.260504 2:-0.769912 3:-0.436161 4:-0.510424 5:-0.545754 6:-0.547583 7:-1 8:-1 9:1 
1 0:0.303704 1:0.310924 2:-0.778761 3:-0.498849 4:-0.593813 5:-0.631336 6:-0.534629 7:-1 8:1 9:-1 
0 0:0.318519 1:0.310924 2:-0.752212 3:-0.354702 4:-0.422327 5:-0.420671 6:-0.498754 7:1 8:-1 9:-1 
0 0:0.333333 1:0.462185 2:-0.707965 3:-0.146449 4:-0.249496 5:-0.382488 6:-0.387145 7:-1 8:-1 9:1 
0 0:0.333333 1:0.327731 2:-0.743363 3:-0.277492 4:-0.425689 5:-0.295589 6:-0.474838 7:-1 8:1 9:-1 
0 0:0.333333 1:0.361345 2:-0.743363 3:-0.362848 4:-0.437794 5:-0.531271 6:-0.484803 7:-1 8:1 9:-1 
1 0:0.348148 1:0.277311 2:-0.734513 3:-0.36391 4:-0.439812 5:-0.553654 6:-0.474838 7:1 8:-1 9:-1 
0 0:0.348148 1:0.327731 2:-0.752212 3:-0.407827 4:-0.468056 5:-0.490454 6:-0.570503 7:-1 8:-1 9:1 
0 0:0.348148 1:0.327731 2:-0.743363 3:-0.322118 4:-0.378615 5:-0.457538 6:-0.497758 7:-1 8:-1 9:1 
1 0:0.348148 1:0.361345 2:-0.734513 3:-0.411015 4:-0.494284 5:-0.494404 6:-0.534629 7:-1 8:1 9:-1 
1 0:0.362963 1:0.361345 2:-0.725664 3:-0.311847 4:-0.427034 5:-0.462804 6:-0.405082 7:1 8:-1 9:-1 
1 0:0.362963 1:0.411765 2:-0.734513 3:-0.200992 4:-0.227976 5:-0.485188 6:-0.395117 7:1 8:-1 9:-1 
1 0:0.362963 1:0.428571 2:-0.707965 3:-0.352222 4:-0.445192 5:-0.483871 6:-0.45989 7:-1 8:-1 9:1 
1 0:0.362963 1:0.428571 2:-0.699115 3:-0.351514 4:-0.490249 5:-0.415405 6:-0.425012 7:-1 8:1 9:-1 
0 0:0.362963 1:0.428571 2:-0.681416 3:-0.247388 4:-0.396772 5:-0.354839 6:-0.355257 7:1 8:-1 9:-1 
1 0:0.362963 1:0.394958 2:-0.707965 3:-0.251284 4:-0.32347 5:-0.366689 6:-0.454908 7:-1 8:-1 9:1 
0 0:0.362963 1:0.394958 2:-0.716814 3:-0.155658 4:-0.244788 5:-0.199473 6:-0.477828 7:-1 8:-1 9:1 
1 0:0.377778 1:0.344538 2:-0.743363 3:-0.309014 4:-0.37189 5:-0.533904 6:-0.454908 7:1 8:-1 9:-1 
1 0:0.377778 1:0.411765 2:-0.743363 3:-0.375243 4:-0.485541 5:-0.499671 6:-0.464873 7:-1 8:-1 9:1 
1 0:0.377778 1:0.394958 2:-0.743363 3:-0.432973 4:-0.491594 5:-0.404872 6:-0.564524 7:-1 8:1 9:-1 
1 0:0.377778 1:0.428571 2:-0.752212 3:-0.299451 4:-0.364492 5:-0.383805 6:-0.524664 7:1 8:-1 9:-1 
1 0:0.377778 1:0.394958 2:-0.725664 3:-0.311493 4:-0.472764 5:-0.411455 6:-0.336323 7:1 8:-1 9:-1 
0 0:0.377778 1:0.512605 2:-0.681416 3:0.0143439 4:-0.0215198 5:-0.306122 6:-0.143996 7:1 8:-1 9:-1 
0 0:0.392593 1:0.411765 2:-0.725664 3:-0.305118 4:-0.387357 5:-0.400922 6:-0.472845 7:-1 8:-1 9:1 
0 0:0.392593 1:0.378151 2:-0.716814 3:-0.241721 4:-0.351042 5:-0.339039 6:-0.444943 7:1 8:-1 9:-1 
0 0:0.392593 1:0.445378 2:-0.734513 3:-0.12272 4:-0.190989 5:-0.233706 6:-0.388142 7:1 8:-1 9:-1 
1 0:0.392593 1:0.394958 2:-0.716814 3:-0.277492 4:-0.397445 5:-0.383805 6:-0.416044 7:-1 8:-1 9:1 
0 0:0.392593 1:0.411765 2:-0.716814 3:-0.211263 4:-0.485541 5:-0.414088 6:-0.247633 7:1 8:-1 9:-1 
1 0:0.392593 1:0.378151 2:-0.778761 3:-0.347972 4:-0.414929 5:-0.500987 6:-0.484803 7:-1 8:1 9:-1 
1 0:0.392593 1:0.394958 2:-0.699115 3:-0.209138 4:-0.298588 5:-0.368005 6:-0.385152 7:-1 8:-1 9:1 
1 0:0.392593 1:0.445378 2:-0.681416 3:-0.0950947 4:-0.229993 5:-0.249506 6:-0.295466 7:1 8:-1 9:-1 
0 0:0.407407 1:0.394958 2:-0.716814 3:-0.28068 4:-0.365165 5:-0.370639 6:-0.444943 7:-1 8:-1 9:1 
1 0:0.407407 1:0.411765 2:-0.690265 3:-0.134408 4:-0.189644 5:-0.314022 6:-0.383159 7:-1 8:-1 9:1 
0 0:0.422222 1:0.445378 2:-0.681416 3:-0.183991 4:-0.337592 5:-0.327189 6:-0.375187 7:-1 8:1 9:-1 
0 0:0.422222 1:0.546218 2:-0.725664 3:-0.0625111 4:-0.102219 5:-0.315339 6:-0.335326 7:1 8:-1 9:-1 
0 0:0.422222 1:0.546218 2:-0.690265 3:-0.136533 4:-0.281775 5:-0.366689 6:-0.215745 7:-1 8:-1 9:1 
0 0:0.422222 1:0.630252 2:-0.707965 3:-0.194617 4:-0.329523 5:-0.360105 6:-0.29148 7:1 8:-1 9:-1 
0 0:0.422222 1:0.462185 2:-0.716814 3:-0.246325 4:-0.401479 5:-0.353522 6:-0.395117 7:-1 8:1 9:-1 
0 0:0.422222 1:0.428571 2:-0.681416 3:-0.136179 4:-0.218561 5:-0.291639 6:-0.379173 7:1 8:-1 9:-1 
1 0:0.422222 1:0.394958 2:-0.752212 3:-0.394723 4:-0.517821 5:-0.579987 6:-0.415047 7:-1 8:1 9:-1 
0 0:0.422222 1:0.327731 2:-0.761062 3:-0.34691 4:-0.519839 5:-0.404872 6:-0.412058 7:-1 8:1 9:-1 
0 0:0.422222 1:0.428571 2:-0.734513 3:-0.104657 4:-0.156019 5:-0.323239 6:-0.387145 7:-1 8:-1 9:1 
1 0:0.422222 1:0.428571 2:-0.690265 3:-0.264388 4:-0.37727 5:-0.415405 6:-0.405082 7:1 8:-1 9:-1 
0 0:0.437037 1:0.462185 2:-0.707965 3:-0.210554 4:-0.342972 5:-0.312706 6:-0.340309 7:-1 8:-1 9:1 
0 0:0.437037 1:0.411765 2:-0.716814 3:-0.233221 4:-0.328178 5:-0.381172 6:-0.384155 7:-1 8:-1 9:1 
1 0:0.437037 1:0.495798 2:-0.699115 3:-0.223304 4:-0.376597 5:-0.421988 6:-0.297459 7:-1 8:-1 9:1 
0 0:0.437037 1:0.394958 2:-0.725664 3:-0.154595 4:-0.136516 5:-0.460171 6:-0.376183 7:-1 8:1 9:-1 
0 0:0.437037 1:0.445378 2:-0.690265 3:-0.0366566 4:-0.0914593 5:-0.312706 6:-0.264574 7:1 8:-1 9:-1 
1 0:0.437037 1:0.445378 2:-0.734513 3:-0.261909 4:-0.412239 5:-0.246873 6:-0.448929 7:-1 8:1 9:-1 
1 0:0.451852 1:0.512605 2:-0.699115 3:-0.228263 4:-0.380632 5:-0.300856 6:-0.405082 7:-1 8:-1 9:1 
1 0:0.451852 1:0.495798 2:-0.681416 3:-0.153887 4:-0.31002 5:-0.389072 6:-0.206776 7:1 8:-1 9:-1 
0 0:0.451852 1:0.462185 2:-0.699115 3:-0.169471 4:-0.294553 5:-0.282423 6:-0.327354 7:-1 8:-1 9:1 
0 0:0.451852 1:0.445378 2:-0.707965 3:-0.128033 4:-0.118359 5:-0.391705 6:-0.398107 7:-1 8:-1 9:1 
0 0:0.451852 1:0.478992 2:-0.690265 3:-0.102178 4:-0.187626 5:-0.287689 6:-0.349278 7:-1 8:-1 9:1 
0 0:0.466667 1:0.495798 2:-0.707965 3:0.0533026 4:-0.0396772 5:-0.0941409 6:-0.282511 7:-1 8:1 9:-1 
0 0:0.466667 1:0.495798 2:-0.699115 3:0.0146981 4:-0.179556 5:-0.187623 6:-0.169905 7:-1 8:-1 9:1 
0 0:0.466667 1:0.462185 2:-0.690265 3:-0.120595 4:-0.220578 5:-0.17709 6:-0.395117 7:1 8:-1 9:-1 
1 0:0.466667 1:0.462185 2:-0.699115 3:-0.107845 4:-0.277068 5:-0.299539 6:-0.24564 7:1 8:-1 9:-1 
0 0:0.481481 1:0.512605 2:-0.707965 3:-0.134762 4:-0.299933 5:-0.291639 6:-0.285501 7:1 8:-1 9:-1 
0 0:0.481481 1:0.546218 2:-0.681416 3:-0.118116 4:-0.264963 5:-0.231073 6:-0.26856 7:-1 8:-1 9:1 
0 0:0.481481 1:0.579832 2:-0.672566 3:0.207721 4:0.0248823 5:0.105991 6:-0.119083 7:-1 8:-1 9:1 
0 0:0.496296 1:0.512605 2:-0.734513 3:-0.179387 4:-0.303295 5:-0.312706 6:-0.335326 7:-1 8:-1 9:1 
0 0:0.496296 1:0.495798 2:-0.690265 3:-0.0904905 4:-0.242098 5:-0.242923 6:-0.233682 7:-1 8:-1 9:1 
0 0:0.496296 1:0.495798 2:-0.663717 3:0.103241 4:-0.00470746 5:-0.0230415 6:-0.236672 7:-1 8:-1 9:1 
1 0:0.496296 1:0.529412 2:-0.663717 3:0.0430317 4:-0.187626 5:-0.0928242 6:-0.0463378 7:-1 8:-1 9:1 
0 0:0.496296 1:0.529412 2:-0.654867 3:-0.132991 4:-0.209818 5:-0.418038 6:-0.256602 7:-1 8:-1 9:1 
1 0:0.496296 1:0.529412 2:-0.716814 3:-0.0593235 4:-0.104909 5:-0.187623 6:-0.371201 7:-1 8:-1 9:1 
1 0:0.496296 1:0.529412 2:-0.716814 3:-0.122012 4:-0.219233 5:-0.274523 6:-0.375187 7:1 8:-1 9:-1 
0 0:0.496296 1:0.495798 2:-0.690265 3:-0.054011 4:-0.256221 5:-0.190257 6:-0.175884 7:-1 8:-1 9:1 
0 0:0.496296 1:0.529412 2:-0.663717 3:-0.0359483 4:-0.230666 5:-0.0480579 6:-0.285501 7:1 8:-1 9:-1 
1 0:0.496296 1:0.445378 2:-0.734513 3:-0.136179 4:-0.235373 5:-0.281106 6:-0.345291 7:-1 8:-1 9:1 
0 0:0.496296 1:0.428571 2:-0.663717 3:-0.0302816 4:-0.0699395 5:-0.23634 6:-0.305431 7:1 8:-1 9:-1 
1 0:0.511111 1:0.478992 2:-0.725664 3:-0.0543651 4:-0.174176 5:-0.159974 6:-0.335326 7:1 8:-1 9:-1 
0 0:0.511111 1:0.512605 2:-0.663717 3:-0.0989906 4:-0.207801 5:-0.395655 6:-0.223717 7:-1 8:-1 9:1 
0 0:0.511111 1:0.579832 2:-0.672566 3:0.0525943 4:-0.106927 5:-0.113891 6:-0.249626 7:-1 8:-1 9:1 
1 0:0.511111 1:0.529412 2:-0.716814 3:-0.0214273 4:-0.142569 5:-0.23634 6:-0.272546 7:-1 8:-1 9:1 
0 0:0.525926 1:0.663866 2:-0.681416 3:-0.0989906 4:-0.213181 5:-0.261356 6:-0.275536 7:-1 8:-1 9:1 
1 0:0.525926 1:0.529412 2:-0.734513 3:-0.262617 4:-0.356422 5:-0.414088 6:-0.395117 7:1 8:-1 9:-1 
0 0:0.525926 1:0.512605 2:-0.663717 3:-0.0462192 4:-0.203093 5:-0.278473 6:-0.155954 7:1 8:-1 9:-1 
0 0:0.525926 1:0.512605 2:-0.654867 3:0.0189481 4:-0.0759919 5:0.000658328 6:-0.279522 7:1 8:-1 9:-1 
1 0:0.540741 1:0.495798 2:-0.707965 3:-0.0667611 4:-0.104237 5:-0.292956 6:-0.323368 7:-1 8:-1 9:1 
0 0:0.540741 1:0.613445 2:-0.690265 3:0.0734903 4:-0.0450572 5:-0.178407 6:-0.175884 7:1 8:-1 9:-1 
0 0:0.540741 1:0.596639 2:-0.654867 3:0.0968656 4:-0.126429 5:-0.133641 6:-0.0164425 7:-1 8:-1 9:1 
0 0:0.540741 1:0.529412 2:-0.707965 3:0.158491 4:0.0322798 5:-0.0678078 6:-0.220727 7:-1 8:-1 9:1 
0 0:0.555556 1:0.579832 2:-0.690265 3:0.020719 4:-0.108944 5:0.0111916 6:-0.299452 7:-1 8:-1 9:1 
0 0:0.555556 1:0.512605 2:-0.716814 3:-0.0883655 4:-0.174849 5:-0.335089 6:-0.272546 7:-1 8:-1 9:1 
0 0:0.555556 1:0.512605 2:-0.716814 3:-0.0865947 4:-0.152656 5:-0.231073 6:-0.365222 7:1 8:-1 9:-1 
0 0:0.555556 1:0.563025 2:-0.690265 3:-0.0292191 4:-0.186281 5:-0.158657 6:-0.215745 7:-1 8:-1 9:1 
1 0:0.555556 1:0.495798 2:-0.690265 3:-0.0823446 4:-0.184264 5:-0.174457 6:-0.375187 7:-1 8:-1 9:1 
0 0:0.57037 1:0.512605 2:-0.716814 3:-0.10997 4:-0.160054 5:-0.182357 6:-0.389138 7:-1 8:-1 9:1 
0 0:0.57037 1:0.563025 2:-0.707965 3:-0.0168231 4:-0.0450572 5:-0.246873 6:-0.405082 7:-1 8:-1 9:1 
0 0:0.57037 1:0.563025 2:-0.663717 3:-0.0664069 4:-0.297243 5:-0.186307 6:-0.150972 7:1 8:-1 9:-1 
0 0:0.57037 1:0.663866 2:-0.725664 3:0.107845 4:0.152656 5:-0.108624 6:-0.297459 7:1 8:-1 9:-1 
0 0:0.57037 1:0.630252 2:-0.654867 3:0.145387 4:-0.00605245 5:-0.131007 6:-0.0762332 7:1 8:-1 9:-1 
0 0:0.585185 1:0.579832 2:-0.716814 3:-0.0922614 4:-0.232011 5:-0.275839 6:-0.296462 7:-1 8:-1 9:1 
0 0:0.585185 1:0.529412 2:-0.654867 3:-0.0224898 4:-0.188299 5:-0.16524 6:-0.212755 7:1 8:-1 9:-1 
0 0:0.6 1:0.563025 2:-0.654867 3:0.0281565 4:-0.205111 5:0.0283081 6:-0.180867 7:-1 8:-1 9:1 
0 0:0.6 1:0.529412 2:-0.646018 3:0.137241 4:-0.0410222 5:-0.108624 6:-0.0652715 7:1 8:-1 9:-1 
0 0:0.614815 1:0.563025 2:-0.734513 3:-0.0285107 4:-0.0349697 5:-0.229756 6:-0.365222 7:-1 8:-1 9:1 
0 0:0.614815 1:0.714286 2:-0.690265 3:0.158845 4:0.0443847 5:-0.0138249 6:-0.130045 7:1 8:-1 9:-1 
0 0:0.62963 1:0.663866 2:-0.646018 3:0.10997 4:-0.0773369 5:-0.0335747 6:-0.0861983 7:1 8:-1 9:-1 
0 0:0.659259 1:0.714286 2:-0.690265 3:0.313618 4:0.134499 5:0.0348914 6:0.0732436 7:-1 8:-1 9:1 
0 0:0.659259 1:0.613445 2:-0.690265 3:0.254471 4:-0.0860794 5:0.262673 6:0.017439 7:1 8:-1 9:-1 
0 0:0.674074 1:0.647059 2:-0.699115 3:0.117762 4:-0.135844 5:0.20079 6:-0.474838 7:1 8:-1 9:-1 
0 0:0.688889 1:0.747899 2:-0.619469 3:0.42164 4:0.329523 5:0.17709 6:-0.00249128 7:-1 8:-1 9:1 
0 0:0.688889 1:0.731092 2:-0.654867 3:0.401452 4:0.333557 5:0.295589 6:-0.0463378 7:1 8:-1 9:-1 
0 0:0.688889 1:0.630252 2:-0.637168 3:0.118116 4:0.0773369 5:-0.245556 6:-0.136024 7:1 8:-1 9:-1 
0 0:0.688889 1:0.697479 2:-0.610619 3:0.42589 4:0.238063 5:0.194207 6:0.125062 7:-1 8:-1 9:1 
0 0:0.718519 1:0.731092 2:-0.646018 3:0.293076 4:0.234701 5:-0.0375247 6:-0.0363727 7:-1 8:-1 9:1 
0 0:0.718519 1:0.663866 2:-0.637168 3:0.503807 4:0.539341 5:0.163924 6:0.0154459 7:-1 8:-1 9:1 
1 0:0.718519 1:0.579832 2:-0.681416 3:0.0221356 4:-0.152656 5:-0.154707 6:-0.136024 7:1 8:-1 9:-1 
0 0:0.733333 1:0.714286 2:-0.628319 3:0.516203 4:0.383995 5:0.281106 6:-0.000498256 7:1 8:-1 9:-1 
0 0:0.748148 1:0.697479 2:-0.663717 3:0.374535 4:0.073302 5:0.366689 6:0.124066 7:1 8:-1 9:-1 
0 0:0.762963 1:0.798319 2:-0.619469 3:0.236055 4:-0.0228648 5:0.0599078 6:0.107125 7:-1 8:-1 9:1 
0 0:0.777778 1:0.714286 2:-0.637168 3:0.499557 4:0.297243 5:0.364055 6:-0.0423518 7:1 8:-1 9:-1 
0 0:0.807407 1:0.714286 2:-0.619469 3:0.371348 4:0.0390047 5:0.269256 6:0.143 7:1 8:-1 9:-1 
0 0:0.807407 1:0.815126 2:-0.637168 3:0.571454 4:0.455279 5:0.107307 6:0.252616 7:-1 8:-1 9:1 
0 0:0.866667 1:0.89916 2:-0.654867 3:0.780414 4:0.498991 5:0.687953 6:0.276532 7:-1 8:-1 9:1 
0 0:0.881481 1:0.932773 2:-0.557522 3:0.967416 4:0.812374 5:1 6:0.148979 7:-1 8:-1 9:1 
1 0:-0.6 1:-0.596639 2:-0.840708 3:-0.837436 4:-0.872226 5:-0.851218 6:-0.862481 7:-1 8:1 9:-1 
1 0:-0.303704 1:-0.361345 2:-0.823009 3:-0.72233 4:-0.778077 5:-0.761685 6:-0.778774 7:-1 8:1 9:-1 
1 0:-0.303704 1:-0.277311 2:-0.761062 3:-0.578537 4:-0.635508 5:-0.656353 6:-0.669158 7:1 8:-1 9:-1 
1 0:-0.259259 1:-0.243697 2:-0.778761 3:-0.601913 4:-0.593141 5:-0.749835 6:-0.717987 7:-1 8:-1 9:1 
1 0:-0.125926 1:-0.176471 2:-0.787611 3:-0.578891 4:-0.652993 5:-0.635286 6:-0.675137 7:-1 8:1 9:-1 
1 0:-0.0962963 1:-0.109244 2:-0.787611 3:-0.708164 4:-0.733692 5:-0.764319 6:-0.769806 7:-1 8:-1 9:1 
1 0:-0.0666667 1:-0.0588235 2:-0.814159 3:-0.702497 4:-0.693342 5:-0.773535 6:-0.803687 7:-1 8:1 9:-1 
1 0:-0.0666667 1:-0.092437 2:-0.761062 3:-0.420577 4:-0.462677 5:-0.549704 6:-0.582461 7:-1 8:1 9:-1 
1 0:-0.0666667 1:-0.0252101 2:-0.80531 3:-0.693997 4:-0.722932 5:-0.776169 6:-0.760837 7:-1 8:1 9:-1 
0 0:-0.037037 1:-0.092437 2:-0.752212 3:-0.462015 4:-0.514459 5:-0.597103 6:-0.586447 7:-1 8:1 9:-1 
1 0:-0.037037 1:0.0252101 2:-0.79646 3:-0.590933 4:-0.604573 5:-0.63397 6:-0.763827 7:-1 8:-1 9:1 
1 0:0.0222222 1:0.0420168 2:-0.814159 3:-0.632725 4:-0.739072 5:-0.677419 6:-0.640259 7:-1 8:1 9:-1 
1 0:0.0222222 1:0.0588235 2:-0.725664 3:-0.315743 4:-0.437794 5:-0.354839 6:-0.531639 7:-1 8:-1 9:1 
1 0:0.0222222 1:-0.0252101 2:-0.716814 3:-0.385869 4:-0.586416 5:-0.514154 6:-0.367215 7:-1 8:1 9:-1 
1 0:0.037037 1:0.00840336 2:-0.716814 3:-0.378431 4:-0.532616 5:-0.435155 6:-0.43996 7:1 8:-1 9:-1 
1 0:0.0666667 1:0.0588235 2:-0.734513 3:-0.249513 4:-0.33692 5:-0.414088 6:-0.413054 7:-1 8:-1 9:1 
1 0:0.111111 1:-0.00840336 2:-0.725664 3:-0.347972 4:-0.438467 5:-0.479921 6:-0.458894 7:-1 8:-1 9:1 
1 0:0.111111 1:0.142857 2:-0.761062 3:-0.288118 4:-0.36651 5:-0.344305 6:-0.500747 7:-1 8:-1 9:1 
0 0:0.140741 1:0.0420168 2:-0.699115 3:-0.321055 4:-0.412239 5:-0.415405 6:-0.452915 7:-1 8:-1 9:1 
1 0:0.140741 1:0.092437 2:-0.778761 3:-0.540995 4:-0.593813 5:-0.593153 6:-0.686099 7:-1 8:-1 9:1 
1 0:0.155556 1:0.193277 2:-0.752212 3:-0.466974 4:-0.531271 5:-0.549704 6:-0.583458 7:-1 8:-1 9:1 
1 0:0.17037 1:0.243697 2:-0.761062 3:-0.455286 4:-0.494956 5:-0.523371 6:-0.645242 7:1 8:-1 9:-1 
1 0:0.17037 1:0.109244 2:-0.681416 3:-0.23393 4:-0.334902 5:-0.396972 6:-0.39711 7:-1 8:1 9:-1 
1 0:0.2 1:0.226891 2:-0.707965 3:-0.368514 4:-0.431742 5:-0.423305 6:-0.54858 7:-1 8:1 9:-1 
0 0:0.2 1:0.210084 2:-0.646018 3:-0.03949 4:-0.238736 5:-0.163924 6:-0.199801 7:1 8:-1 9:-1 
1 0:0.2 1:0.109244 2:-0.734513 3:-0.209138 4:-0.271688 5:-0.357472 6:-0.435974 7:1 8:-1 9:-1 
0 0:0.214815 1:0.092437 2:-0.707965 3:-0.147866 4:-0.271015 5:-0.227123 6:-0.336323 7:1 8:-1 9:-1 
0 0:0.214815 1:0.226891 2:-0.716814 3:-0.051886 4:-0.150639 5:-0.182357 6:-0.317389 7:-1 8:-1 9:1 
1 0:0.274074 1:0.344538 2:-0.690265 3:-0.278909 4:-0.355077 5:-0.436471 6:-0.425012 7:-1 8:-1 9:1 
0 0:0.288889 1:0.294118 2:-0.672566 3:-0.275367 4:-0.318763 5:-0.410138 6:-0.507723 7:-1 8:-1 9:1 
0 0:0.288889 1:0.327731 2:-0.769912 3:-0.424473 4:-0.459314 5:-0.549704 6:-0.578475 7:-1 8:1 9:-1 
0 0:0.303704 1:0.260504 2:-0.699115 3:0.0469276 4:-0.122394 5:-0.148124 6:-0.174888 7:1 8:-1 9:-1 
0 0:0.318519 1:0.344538 2:-0.743363 3:-0.326368 4:-0.470746 5:-0.294273 6:-0.488789 7:-1 8:-1 9:1 
1 0:0.318519 1:0.327731 2:-0.734513 3:-0.369931 4:-0.466711 5:-0.465438 6:-0.498754 7:-1 8:1 9:-1 
0 0:0.362963 1:0.478992 2:-0.690265 3:-0.0802196 4:-0.168124 5:-0.253456 6:-0.348281 7:-1 8:-1 9:1 
1 0:0.362963 1:0.378151 2:-0.707965 3:-0.266159 4:-0.332213 5:-0.420671 6:-0.50274 7:-1 8:-1 9:1 
1 0:0.377778 1:0.411765 2:-0.690265 3:-0.11422 4:-0.251513 5:-0.19684 6:-0.319382 7:-1 8:-1 9:1 
0 0:0.377778 1:0.411765 2:-0.734513 3:-0.186825 4:-0.227976 5:-0.390388 6:-0.411061 7:-1 8:-1 9:1 
0 0:0.392593 1:0.411765 2:-0.734513 3:-0.212679 4:-0.302623 5:-0.323239 6:-0.404086 7:1 8:-1 9:-1 
0 0:0.407407 1:0.344538 2:-0.743363 3:-0.211263 4:-0.322798 5:-0.374589 6:-0.375187 7:1 8:-1 9:-1 
0 0:0.422222 1:0.394958 2:-0.743363 3:-0.231804 4:-0.314055 5:-0.286373 6:-0.491779 7:-1 8:-1 9:1 
1 0:0.437037 1:0.478992 2:-0.690265 3:-0.113157 4:-0.219233 5:-0.24819 6:-0.368211 7:-1 8:-1 9:1 
0 0:0.437037 1:0.462185 2:-0.672566 3:-0.173366 4:-0.291863 5:-0.333772 6:-0.317389 7:-1 8:-1 9:1 
0 0:0.466667 1:0.478992 2:-0.654867 3:-0.171241 4:-0.402824 5:-0.18104 6:-0.310414 7:-1 8:-1 9:1 
0 0:0.466667 1:0.411765 2:-0.734513 3:-0.162387 4:-0.284465 5:-0.19289 6:-0.423019 7:1 8:-1 9:-1 
1 0:0.481481 1:0.411765 2:-0.752212 3:-0.241721 4:-0.342972 5:-0.396972 6:-0.385152 7:1 8:-1 9:-1 
1 0:0.496296 1:0.495798 2:-0.716814 3:-0.022844 4:-0.0975118 5:-0.142857 6:-0.375187 7:-1 8:-1 9:1 
0 0:0.511111 1:0.579832 2:-0.663717 3:0.140783 4:0.0437122 5:-0.0309414 6:-0.212755 7:-1 8:-1 9:1 
0 0:0.511111 1:0.445378 2:-0.716814 3:0.230742 4:-0.232683 5:-0.267939 6:-0.390135 7:-1 8:-1 9:1 
1 0:0.525926 1:0.563025 2:-0.646018 3:0.0947406 4:-0.0423672 5:-0.174457 6:-0.0742402 7:1 8:-1 9:-1 
0 0:0.525926 1:0.647059 2:-0.663717 3:0.00761466 4:-0.150639 5:-0.124424 6:-0.249626 7:-1 8:-1 9:1 
0 0:0.555556 1:0.546218 2:-0.672566 3:-0.051886 4:-0.248823 5:-0.229756 6:-0.131041 7:1 8:-1 9:-1 
0 0:0.585185 1:0.596639 2:-0.690265 3:0.0231982 4:-0.0901143 5:-0.132324 6:-0.227703 7:1 8:-1 9:-1 
1 0:0.614815 1:0.613445 2:-0.690265 3:0.120949 4:-0.0363147 5:-0.00724161 6:-0.16293 7:1 8:-1 9:-1 
0 0:0.644444 1:0.663866 2:-0.672566 3:0.187887 4:0.0813719 5:0.0559579 6:-0.212755 7:1 8:-1 9:-1 
0 0:0.644444 1:0.596639 2:-0.663717 3:0.221179 4:0.0242098 5:0.146807 6:-0.0961634 7:-1 8:-1 9:1 
0 0:0.674074 1:0.647059 2:-0.681416 3:0.0890738 4:-0.184264 5:-0.0335747 6:-0.0772297 7:1 8:-1 9:-1 
1 0:0.718519 1:0.663866 2:-0.654867 3:0.466974 4:0.439812 5:0.121791 6:-0.00348779 7:1 8:-1 9:-1 
0 0:0.718519 1:0.697479 2:-0.681416 3:0.122366 4:-0.071957 5:-0.0138249 6:-0.121076 7:-1 8:-1 9:1 
0 0:0.748148 1:0.747899 2:-0.628319 3:0.46414 4:0.247478 5:0.0757077 6:0.278525 7:-1 8:-1 9:1 
1 0:-0.866667 1:-0.731092 2:-0.929204 3:-0.982291 4:-0.987223 5:-0.986833 6:-0.985052 7:-1 8:1 9:-1 
1 0:-0.703704 1:-0.579832 2:-0.902655 3:-0.962104 4:-0.969738 5:-0.967084 6:-0.967115 7:-1 8:1 9:-1 
1 0:-0.496296 1:-0.462185 2:-0.867257 3:-0.911103 4:-0.925353 5:-0.928901 6:-0.931241 7:-1 8:1 9:-1 
1 0:-0.407407 1:-0.310924 2:-0.849558 3:-0.867894 4:-0.891728 5:-0.913101 6:-0.883408 7:-1 8:1 9:-1 
1 0:-0.377778 1:-0.294118 2:-0.858407 3:-0.859749 4:-0.880296 5:-0.890718 6:-0.883408 7:-1 8:1 9:-1 
1 0:-0.333333 1:-0.277311 2:-0.849558 3:-0.861874 4:-0.891728 5:-0.915734 6:-0.873443 7:-1 8:1 9:-1 
1 0:-0.333333 1:-0.260504 2:-0.849558 3:-0.843457 4:-0.869536 5:-0.902567 6:-0.853513 7:-1 8:1 9:-1 
1 0:-0.333333 1:-0.277311 2:-0.867257 3:-0.844519 4:-0.873571 5:-0.884134 6:-0.863478 7:-1 8:1 9:-1 
1 0:-0.259259 1:-0.142857 2:-0.814159 3:-0.812644 4:-0.841964 5:-0.863068 6:-0.841555 7:-1 8:1 9:-1 
1 0:-0.214815 1:-0.176471 2:-0.840708 3:-0.810873 4:-0.862811 5:-0.824885 6:-0.783757 7:-1 8:1 9:-1 
1 0:-0.2 1:-0.12605 2:-0.831858 3:-0.802727 4:-0.848016 5:-0.910467 6:-0.783757 7:-1 8:1 9:-1 
1 0:-0.2 1:-0.0588235 2:-0.814159 3:-0.76731 4:-0.812374 5:-0.832785 6:-0.793722 7:-1 8:1 9:-1 
