1 0:0.42 1:0.305 2:0.09 3:0.328 4:0.168 5:0.0615 6:0.082 8:1
0 0:0.615 1:0.455 2:0.145 3:1.1155 4:0.5044999999999999 5:0.238 6:0.315 7:1
0 0:0.62 1:0.47 2:0.145 3:1.0865 4:0.511 5:0.2715 6:0.2565 9:1
1 0:0.625 1:0.495 2:0.175 3:1.254 4:0.5815 5:0.286 6:0.3185 9:1
0 0:0.625 1:0.49 2:0.185 3:1.169 4:0.5275 5:0.2535 6:0.344 9:1
0 0:0.635 1:0.495 2:0.195 3:1.172 4:0.445 5:0.3115 6:0.3475 9:1
0 0:0.635 1:0.475 2:0.15 3:1.1845 4:0.533 5:0.307 6:0.291 7:1
1 0:0.64 1:0.475 2:0.14 3:1.0725 4:0.4895 5:0.2295 6:0.31 7:1
1 0:0.645 1:0.5 2:0.16 3:1.3815 4:0.672 5:0.326 6:0.315 9:1
0 0:0.65 1:0.525 2:0.19 3:1.6125 4:0.777 5:0.3685 6:0.3965 9:1
0 0:0.65 1:0.485 2:0.16 3:1.7395 4:0.5715 5:0.2785 6:0.3075 9:1
1 0:0.655 1:0.52 2:0.2 3:1.5475 4:0.713 5:0.314 6:0.466 7:1
0 0:0.655 1:0.545 2:0.19 3:1.4245 4:0.6325 5:0.333 6:0.378 9:1
0 0:0.665 1:0.515 2:0.185 3:1.3405 4:0.5595 5:0.293 6:0.4375 7:1
0 0:0.675 1:0.53 2:0.175 3:1.4465 4:0.6775 5:0.33 6:0.389 7:1
1 0:0.6850000000000001 1:0.535 2:0.175 3:1.5845 4:0.7175 5:0.3775 6:0.4215 7:1
0 0:0.695 1:0.55 2:0.185 3:1.679 4:0.805 5:0.4015 6:0.3965 7:1
0 0:0.695 1:0.53 2:0.19 3:1.726 4:0.7625 5:0.436 6:0.455 9:1
0 0:0.705 1:0.545 2:0.18 3:1.5395 4:0.6075 5:0.3675 6:0.4645 7:1
1 0:0.72 1:0.55 2:0.195 3:2.073 4:1.0715 5:0.4265 6:0.5014999999999999 7:1
0 0:0.72 1:0.5600000000000001 2:0.18 3:1.5865 4:0.6909999999999999 5:0.375 6:0.4425 9:1
0 0:0.73 1:0.575 2:0.21 3:2.069 4:0.9285 5:0.409 6:0.643 9:1
1 0:0.185 1:0.135 2:0.04 3:0.027 4:0.0105 5:0.0055 6:0.008999999999999999 8:1
1 0:0.24 1:0.18 2:0.055 3:0.0555 4:0.0235 5:0.013 6:0.018 8:1
1 0:0.31 1:0.215 2:0.075 3:0.1275 4:0.0565 5:0.0275 6:0.036 8:1
1 0:0.34 1:0.26 2:0.08500000000000001 3:0.1885 4:0.0815 5:0.0335 6:0.06 8:1
1 0:0.35 1:0.265 2:0.08 3:0.2 4:0.09 5:0.042 6:0.06 8:1
1 0:0.365 1:0.27 2:0.08500000000000001 3:0.197 4:0.0815 5:0.0325 6:0.065 8:1
1 0:0.365 1:0.275 2:0.08500000000000001 3:0.223 4:0.098 5:0.0375 6:0.075 8:1
1 0:0.365 1:0.27 2:0.075 3:0.2215 4:0.095 5:0.0445 6:0.07000000000000001 8:1
1 0:0.39 1:0.31 2:0.105 3:0.2665 4:0.1185 5:0.0525 6:0.081 8:1
1 0:0.405 1:0.3 2:0.09 3:0.269 4:0.103 5:0.067 6:0.11 8:1
1 0:0.41 1:0.315 2:0.095 3:0.2805 4:0.114 5:0.0345 6:0.11 8:1
1 0:0.41 1:0.335 2:0.105 3:0.3305 4:0.1405 5:0.064 6:0.105 8:1
1 0:0.415 1:0.31 2:0.09 3:0.2815 4:0.1245 5:0.0615 6:0.08500000000000001 8:1
1 0:0.415 1:0.31 2:0.1 3:0.2805 4:0.114 5:0.0565 6:0.0975 8:1
1 0:0.415 1:0.31 2:0.095 3:0.311 4:0.1125 5:0.0625 6:0.115 8:1
0 0:0.42 1:0.325 2:0.1 3:0.368 4:0.1675 5:0.0625 6:0.1135 8:1
1 0:0.43 1:0.34 2:0.1 3:0.3405 4:0.1395 5:0.0665 6:0.12 8:1
1 0:0.435 1:0.335 2:0.1 3:0.3245 4:0.135 5:0.0785 6:0.098 8:1
1 0:0.435 1:0.33 2:0.11 3:0.38 4:0.1515 5:0.0945 6:0.11 8:1
1 0:0.435 1:0.33 2:0.105 3:0.335 4:0.156 5:0.0555 6:0.105 8:1
1 0:0.435 1:0.345 2:0.12 3:0.3215 4:0.13 5:0.056 6:0.1185 8:1
1 0:0.445 1:0.33 2:0.11 3:0.358 4:0.1525 5:0.067 6:0.1185 8:1
1 0:0.465 1:0.37 2:0.11 3:0.445 4:0.1635 5:0.096 6:0.166 8:1
1 0:0.47 1:0.375 2:0.12 3:0.487 4:0.196 5:0.099 6:0.135 8:1
1 0:0.475 1:0.34 2:0.105 3:0.4535 4:0.203 5:0.08 6:0.1465 8:1
1 0:0.485 1:0.385 2:0.13 3:0.5679999999999999 4:0.2505 5:0.178 6:0.154 8:1
1 0:0.485 1:0.36 2:0.12 3:0.5155 4:0.2465 5:0.1025 6:0.147 8:1
1 0:0.485 1:0.37 2:0.115 3:0.457 4:0.1885 5:0.0965 6:0.15 8:1
1 0:0.495 1:0.38 2:0.135 3:0.5095 4:0.2065 5:0.1165 6:0.165 8:1
1 0:0.495 1:0.38 2:0.145 3:0.5 4:0.205 5:0.148 6:0.1505 8:1
1 0:0.495 1:0.375 2:0.14 3:0.494 4:0.181 5:0.0975 6:0.191 8:1
1 0:0.5 1:0.38 2:0.11 3:0.5605 4:0.28 5:0.106 6:0.15 8:1
0 0:0.505 1:0.405 2:0.13 3:0.599 4:0.2245 5:0.1175 6:0.225 8:1
1 0:0.505 1:0.4 2:0.145 3:0.7045 4:0.334 5:0.1425 6:0.207 8:1
0 0:0.51 1:0.4 2:0.12 3:0.7005 4:0.347 5:0.1105 6:0.195 7:1
0 0:0.515 1:0.415 2:0.135 3:0.7125 4:0.285 5:0.152 6:0.245 8:1
0 0:0.515 1:0.42 2:0.15 3:0.6725 4:0.2555 5:0.1335 6:0.235 8:1
1 0:0.515 1:0.385 2:0.11 3:0.5785 4:0.253 5:0.16 6:0.14 9:1
1 0:0.52 1:0.41 2:0.11 3:0.5185 4:0.2165 5:0.0915 6:0.184 8:1
1 0:0.52 1:0.415 2:0.14 3:0.6375 4:0.308 5:0.1335 6:0.168 8:1
1 0:0.52 1:0.395 2:0.125 3:0.5805 4:0.2445 5:0.146 6:0.165 8:1
1 0:0.52 1:0.38 2:0.115 3:0.6645 4:0.3285 5:0.17 6:0.1425 8:1
0 0:0.52 1:0.385 2:0.115 3:0.581 4:0.2555 5:0.156 6:0.143 8:1
1 0:0.525 1:0.415 2:0.12 3:0.596 4:0.2805 5:0.12 6:0.1695 8:1
1 0:0.525 1:0.405 2:0.145 3:0.6965 4:0.3045 5:0.1535 6:0.21 8:1
1 0:0.525 1:0.4 2:0.145 3:0.6095 4:0.248 5:0.159 6:0.175 8:1
1 0:0.53 1:0.43 2:0.14 3:0.677 4:0.298 5:0.0965 6:0.23 8:1
1 0:0.53 1:0.43 2:0.16 3:0.7245 4:0.321 5:0.1275 6:0.24 8:1
1 0:0.53 1:0.395 2:0.13 3:0.575 4:0.247 5:0.115 6:0.183 8:1
1 0:0.53 1:0.405 2:0.12 3:0.632 4:0.2715 5:0.148 6:0.1875 8:1
1 0:0.535 1:0.455 2:0.14 3:1.0015 4:0.53 5:0.1765 6:0.244 8:1
1 0:0.54 1:0.425 2:0.16 3:0.9455 4:0.3675 5:0.2005 6:0.295 7:1
1 0:0.54 1:0.395 2:0.135 3:0.6555 4:0.2705 5:0.155 6:0.192 8:1
1 0:0.54 1:0.39 2:0.125 3:0.6254999999999999 4:0.2525 5:0.158 6:0.19 8:1
0 0:0.545 1:0.425 2:0.14 3:0.8145 4:0.305 5:0.231 6:0.244 8:1
